25.Q2.5							
							
PmEvent Name	Compound Type	Parameter Name	GPB Field Number	PmEventHeader/Payload	Parameter Type	Containing Oneof	Filters
CuCpX2SgnbReconfigurationComplete	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpX2SgnbReconfigurationComplete	GlobalEnbId	plmn_identity	1	Payload	bytes		
CuCpX2SgnbReconfigurationComplete	GlobalEnbId	enb_id	2	Payload	int64		
CuCpX2SgnbReleaseConfirm	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpX2SgnbReleaseConfirm	Asn1Message	msg_content	2	Payload	bytes		
CuCpX2SgnbReleaseConfirm	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpX2SgnbReleaseConfirm	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpX2SgnbReleaseConfirm	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpX2SgnbReleaseConfirm	GlobalEnbId	plmn_identity	1	Payload	bytes		
CuCpX2SgnbReleaseConfirm	GlobalEnbId	enb_id	2	Payload	int64		
CuCpX2SgnbReleaseRequest	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpX2SgnbReleaseRequest	Asn1Message	msg_content	2	Payload	bytes		
CuCpX2SgnbReleaseRequest	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpX2SgnbReleaseRequest	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpX2SgnbReleaseRequest	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpX2SgnbReleaseRequest	GlobalEnbId	plmn_identity	1	Payload	bytes		
CuCpX2SgnbReleaseRequest	GlobalEnbId	enb_id	2	Payload	int64		
CuCpX2SgnbReleaseRequestAcknowledge	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpX2SgnbReleaseRequestAcknowledge	Asn1Message	msg_content	2	Payload	bytes		
CuCpX2SgnbReleaseRequestAcknowledge	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpX2SgnbReleaseRequestAcknowledge	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpX2SgnbReleaseRequestAcknowledge	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpX2SgnbReleaseRequestAcknowledge	GlobalEnbId	plmn_identity	1	Payload	bytes		
CuCpX2SgnbReleaseRequestAcknowledge	GlobalEnbId	enb_id	2	Payload	int64		
CuCpX2SgnbReleaseRequired	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpX2SgnbReleaseRequired	Asn1Message	msg_content	2	Payload	bytes		
CuCpX2SgnbReleaseRequired	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpX2SgnbReleaseRequired	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpX2SgnbReleaseRequired	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpX2SgnbReleaseRequired	GlobalEnbId	plmn_identity	1	Payload	bytes		
CuCpX2SgnbReleaseRequired	GlobalEnbId	enb_id	2	Payload	int64		
CuCpX2SnStatusTransfer	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpX2SnStatusTransfer	Asn1Message	msg_content	2	Payload	bytes		
CuCpX2SnStatusTransfer	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpX2SnStatusTransfer	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpX2SnStatusTransfer	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpX2SnStatusTransfer	GlobalEnbId	plmn_identity	1	Payload	bytes		
CuCpX2SnStatusTransfer	GlobalEnbId	enb_id	2	Payload	int64		
CuCpX2TraceStart	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpX2TraceStart	Asn1Message	msg_content	2	Payload	bytes		
CuCpX2TraceStart	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpX2TraceStart	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpX2TraceStart	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpX2TraceStart	GlobalEnbId	plmn_identity	1	Payload	bytes		
CuCpX2TraceStart	GlobalEnbId	enb_id	2	Payload	int64		
CuCpX2UeContextRelease	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpX2UeContextRelease	Asn1Message	msg_content	2	Payload	bytes		
CuCpX2UeContextRelease	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpX2UeContextRelease	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpX2UeContextRelease	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpX2UeContextRelease	GlobalEnbId	plmn_identity	1	Payload	bytes		
CuCpX2UeContextRelease	GlobalEnbId	enb_id	2	Payload	int64		
CuCpXnActivityNotification	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpXnActivityNotification	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpXnActivityNotification	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpXnActivityNotification	Asn1Message	msg_content	2	Payload	bytes		
CuCpXnActivityNotification	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpXnErrorIndicationCommon	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpXnErrorIndicationCommon	Asn1Message	msg_content	2	Payload	bytes		
CuCpXnErrorIndicationCommon	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpXnErrorIndicationDedicated	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpXnErrorIndicationDedicated	Asn1Message	msg_content	2	Payload	bytes		
CuCpXnErrorIndicationDedicated	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpXnErrorIndicationDedicated	GlobalRemoteGnbId	plmn_identity	1	Payload	bytes		
CuCpXnErrorIndicationDedicated	GlobalRemoteGnbId	gnb_id	2	Payload	int64		
CuCpXnErrorIndicationDedicated	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpXnErrorIndicationDedicated	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpXnHandoverCancel	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpXnHandoverCancel	Asn1Message	msg_content	2	Payload	bytes		
CuCpXnHandoverCancel	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpXnHandoverCancel	GlobalRemoteGnbId	plmn_identity	1	Payload	bytes		
CuCpXnHandoverCancel	GlobalRemoteGnbId	gnb_id	2	Payload	int64		
CuCpXnHandoverCancel	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpXnHandoverCancel	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpXnHandoverPreparationFailure	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpXnHandoverPreparationFailure	Asn1Message	msg_content	2	Payload	bytes		
CuCpXnHandoverPreparationFailure	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpXnHandoverPreparationFailure	GlobalRemoteGnbId	plmn_identity	1	Payload	bytes		
CuCpXnHandoverPreparationFailure	GlobalRemoteGnbId	gnb_id	2	Payload	int64		
CuCpXnHandoverPreparationFailure	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpXnHandoverPreparationFailure	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpXnHandoverRequest	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpXnHandoverRequest	Asn1Message	msg_content	2	Payload	bytes		
CuCpXnHandoverRequest	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpXnHandoverRequest	GlobalRemoteGnbId	plmn_identity	1	Payload	bytes		
CuCpXnHandoverRequest	GlobalRemoteGnbId	gnb_id	2	Payload	int64		
CuCpXnHandoverRequest	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpXnHandoverRequest	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpXnHandoverRequestAcknowledge	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpXnHandoverRequestAcknowledge	Asn1Message	msg_content	2	Payload	bytes		
CuCpXnHandoverRequestAcknowledge	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpXnHandoverRequestAcknowledge	GlobalRemoteGnbId	plmn_identity	1	Payload	bytes		
CuCpXnHandoverRequestAcknowledge	GlobalRemoteGnbId	gnb_id	2	Payload	int64		
CuCpXnHandoverRequestAcknowledge	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpXnHandoverRequestAcknowledge	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpXnNgRanNodeConfigurationUpdate	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpXnNgRanNodeConfigurationUpdate	Asn1Message	msg_content	2	Payload	bytes		
CuCpXnNgRanNodeConfigurationUpdate	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpXnNgRanNodeConfigurationUpdateAcknowledge	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpXnNgRanNodeConfigurationUpdateAcknowledge	Asn1Message	msg_content	2	Payload	bytes		
CuCpXnNgRanNodeConfigurationUpdateAcknowledge	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpXnNgRanNodeConfigurationUpdateFailure	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpXnNgRanNodeConfigurationUpdateFailure	Asn1Message	msg_content	2	Payload	bytes		
CuCpXnNgRanNodeConfigurationUpdateFailure	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpXnResetRequest	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpXnResetRequest	Asn1Message	msg_content	2	Payload	bytes		
CuCpXnResetRequest	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpXnResetResponse	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpXnResetResponse	Asn1Message	msg_content	2	Payload	bytes		
CuCpXnResetResponse	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpXnResourceStatusFailure	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpXnResourceStatusFailure	Asn1Message	msg_content	2	Payload	bytes		
CuCpXnResourceStatusFailure	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpXnResourceStatusRequest	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpXnResourceStatusRequest	Asn1Message	msg_content	2	Payload	bytes		
CuCpXnResourceStatusRequest	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpXnResourceStatusResponse	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpXnResourceStatusResponse	Asn1Message	msg_content	2	Payload	bytes		
CuCpXnResourceStatusResponse	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpXnResourceStatusUpdate	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpXnResourceStatusUpdate	Asn1Message	msg_content	2	Payload	bytes		
CuCpXnResourceStatusUpdate	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpXnRetrieveUeContextFailure	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpXnRetrieveUeContextFailure	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpXnRetrieveUeContextFailure	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpXnRetrieveUeContextFailure	Asn1Message	msg_content	2	Payload	bytes		
CuCpXnRetrieveUeContextFailure	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpXnRetrieveUeContextRequest	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpXnRetrieveUeContextRequest	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpXnRetrieveUeContextRequest	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpXnRetrieveUeContextRequest	Asn1Message	msg_content	2	Payload	bytes		
CuCpXnRetrieveUeContextRequest	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpXnRetrieveUeContextResponse	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpXnRetrieveUeContextResponse	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpXnRetrieveUeContextResponse	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpXnRetrieveUeContextResponse	Asn1Message	msg_content	2	Payload	bytes		
CuCpXnRetrieveUeContextResponse	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpXnRrcTransfer	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpXnRrcTransfer	Asn1Message	msg_content	2	Payload	bytes		
CuCpXnRrcTransfer	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpXnRrcTransfer	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpXnRrcTransfer	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpXnSNodeAdditionRequest	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpXnSNodeAdditionRequest	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpXnSNodeAdditionRequest	GlobalRemoteGnbId	plmn_identity	1	Payload	bytes		
CuCpXnSNodeAdditionRequest	GlobalRemoteGnbId	gnb_id	2	Payload	int64		
CuCpXnSNodeAdditionRequest	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpXnSNodeAdditionRequest	Asn1Message	msg_content	2	Payload	bytes		
CuCpXnSNodeAdditionRequest	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpXnSNodeAdditionRequestAcknowledge	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpXnSNodeAdditionRequestAcknowledge	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpXnSNodeAdditionRequestAcknowledge	GlobalRemoteGnbId	plmn_identity	1	Payload	bytes		
CuCpXnSNodeAdditionRequestAcknowledge	GlobalRemoteGnbId	gnb_id	2	Payload	int64		
CuCpXnSNodeAdditionRequestAcknowledge	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpXnSNodeAdditionRequestAcknowledge	Asn1Message	msg_content	2	Payload	bytes		
CuCpXnSNodeAdditionRequestAcknowledge	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpXnSNodeAdditionRequestReject	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpXnSNodeAdditionRequestReject	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpXnSNodeAdditionRequestReject	GlobalRemoteGnbId	plmn_identity	1	Payload	bytes		
CuCpXnSNodeAdditionRequestReject	GlobalRemoteGnbId	gnb_id	2	Payload	int64		
CuCpXnSNodeAdditionRequestReject	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpXnSNodeAdditionRequestReject	Asn1Message	msg_content	2	Payload	bytes		
CuCpXnSNodeAdditionRequestReject	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpXnSNodeChangeConfirm	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpXnSNodeChangeConfirm	Asn1Message	msg_content	2	Payload	bytes		
CuCpXnSNodeChangeConfirm	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpXnSNodeChangeConfirm	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpXnSNodeChangeConfirm	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpXnSNodeChangeRefuse	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpXnSNodeChangeRefuse	Asn1Message	msg_content	2	Payload	bytes		
CuCpXnSNodeChangeRefuse	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpXnSNodeChangeRefuse	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpXnSNodeChangeRefuse	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpXnSNodeChangeRequired	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpXnSNodeChangeRequired	Asn1Message	msg_content	2	Payload	bytes		
CuCpXnSNodeChangeRequired	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpXnSNodeChangeRequired	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpXnSNodeChangeRequired	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpXnSNodeModificationConfirm	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpXnSNodeModificationConfirm	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpXnSNodeModificationConfirm	GlobalRemoteGnbId	plmn_identity	1	Payload	bytes		
CuCpXnSNodeModificationConfirm	GlobalRemoteGnbId	gnb_id	2	Payload	int64		
CuCpXnSNodeModificationConfirm	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpXnSNodeModificationConfirm	Asn1Message	msg_content	2	Payload	bytes		
CuCpXnSNodeModificationConfirm	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpXnSNodeModificationRefuse	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpXnSNodeModificationRefuse	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpXnSNodeModificationRefuse	GlobalRemoteGnbId	plmn_identity	1	Payload	bytes		
CuCpXnSNodeModificationRefuse	GlobalRemoteGnbId	gnb_id	2	Payload	int64		
CuCpXnSNodeModificationRefuse	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpXnSNodeModificationRefuse	Asn1Message	msg_content	2	Payload	bytes		
CuCpXnSNodeModificationRefuse	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpXnSNodeModificationRequest	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpXnSNodeModificationRequest	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpXnSNodeModificationRequest	GlobalRemoteGnbId	plmn_identity	1	Payload	bytes		
CuCpXnSNodeModificationRequest	GlobalRemoteGnbId	gnb_id	2	Payload	int64		
CuCpXnSNodeModificationRequest	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpXnSNodeModificationRequest	Asn1Message	msg_content	2	Payload	bytes		
CuCpXnSNodeModificationRequest	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpXnSNodeModificationRequestAcknowledge	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpXnSNodeModificationRequestAcknowledge	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpXnSNodeModificationRequestAcknowledge	GlobalRemoteGnbId	plmn_identity	1	Payload	bytes		
CuCpXnSNodeModificationRequestAcknowledge	GlobalRemoteGnbId	gnb_id	2	Payload	int64		
CuCpXnSNodeModificationRequestAcknowledge	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpXnSNodeModificationRequestAcknowledge	Asn1Message	msg_content	2	Payload	bytes		
CuCpXnSNodeModificationRequestAcknowledge	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpXnSNodeModificationRequestReject	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpXnSNodeModificationRequestReject	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpXnSNodeModificationRequestReject	GlobalRemoteGnbId	plmn_identity	1	Payload	bytes		
CuCpXnSNodeModificationRequestReject	GlobalRemoteGnbId	gnb_id	2	Payload	int64		
CuCpXnSNodeModificationRequestReject	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpXnSNodeModificationRequestReject	Asn1Message	msg_content	2	Payload	bytes		
CuCpXnSNodeModificationRequestReject	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpXnSNodeModificationRequired	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpXnSNodeModificationRequired	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpXnSNodeModificationRequired	GlobalRemoteGnbId	plmn_identity	1	Payload	bytes		
CuCpXnSNodeModificationRequired	GlobalRemoteGnbId	gnb_id	2	Payload	int64		
CuCpXnSNodeModificationRequired	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpXnSNodeModificationRequired	Asn1Message	msg_content	2	Payload	bytes		
CuCpXnSNodeModificationRequired	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpXnSNodeReconfigurationComplete	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpXnSNodeReconfigurationComplete	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpXnSNodeReconfigurationComplete	GlobalRemoteGnbId	plmn_identity	1	Payload	bytes		
CuCpXnSNodeReconfigurationComplete	GlobalRemoteGnbId	gnb_id	2	Payload	int64		
CuCpXnSNodeReconfigurationComplete	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpXnSNodeReconfigurationComplete	Asn1Message	msg_content	2	Payload	bytes		
CuCpXnSNodeReconfigurationComplete	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpXnSNodeReleaseConfirm	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpXnSNodeReleaseConfirm	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpXnSNodeReleaseConfirm	GlobalRemoteGnbId	plmn_identity	1	Payload	bytes		
CuCpXnSNodeReleaseConfirm	GlobalRemoteGnbId	gnb_id	2	Payload	int64		
CuCpXnSNodeReleaseConfirm	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpXnSNodeReleaseConfirm	Asn1Message	msg_content	2	Payload	bytes		
CuCpXnSNodeReleaseConfirm	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpXnSNodeReleaseReject	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpXnSNodeReleaseReject	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpXnSNodeReleaseReject	GlobalRemoteGnbId	plmn_identity	1	Payload	bytes		
CuCpXnSNodeReleaseReject	GlobalRemoteGnbId	gnb_id	2	Payload	int64		
CuCpXnSNodeReleaseReject	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpXnSNodeReleaseReject	Asn1Message	msg_content	2	Payload	bytes		
CuCpXnSNodeReleaseReject	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpXnSNodeReleaseRequest	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpXnSNodeReleaseRequest	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpXnSNodeReleaseRequest	GlobalRemoteGnbId	plmn_identity	1	Payload	bytes		
CuCpXnSNodeReleaseRequest	GlobalRemoteGnbId	gnb_id	2	Payload	int64		
CuCpXnSNodeReleaseRequest	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpXnSNodeReleaseRequest	Asn1Message	msg_content	2	Payload	bytes		
CuCpXnSNodeReleaseRequest	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpXnSNodeReleaseRequestAcknowledge	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpXnSNodeReleaseRequestAcknowledge	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpXnSNodeReleaseRequestAcknowledge	GlobalRemoteGnbId	plmn_identity	1	Payload	bytes		
CuCpXnSNodeReleaseRequestAcknowledge	GlobalRemoteGnbId	gnb_id	2	Payload	int64		
CuCpXnSNodeReleaseRequestAcknowledge	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpXnSNodeReleaseRequestAcknowledge	Asn1Message	msg_content	2	Payload	bytes		
CuCpXnSNodeReleaseRequestAcknowledge	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpXnSNodeReleaseRequired	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpXnSNodeReleaseRequired	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpXnSNodeReleaseRequired	GlobalRemoteGnbId	plmn_identity	1	Payload	bytes		
CuCpXnSNodeReleaseRequired	GlobalRemoteGnbId	gnb_id	2	Payload	int64		
CuCpXnSNodeReleaseRequired	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpXnSNodeReleaseRequired	Asn1Message	msg_content	2	Payload	bytes		
CuCpXnSNodeReleaseRequired	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpXnSetupFailure	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpXnSetupFailure	Asn1Message	msg_content	2	Payload	bytes		
CuCpXnSetupFailure	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpXnSetupRequest	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpXnSetupRequest	Asn1Message	msg_content	2	Payload	bytes		
CuCpXnSetupRequest	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpXnSetupResponse	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpXnSetupResponse	Asn1Message	msg_content	2	Payload	bytes		
CuCpXnSetupResponse	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpXnSnStatusTransfer	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpXnSnStatusTransfer	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpXnSnStatusTransfer	GlobalRemoteGnbId	plmn_identity	1	Payload	bytes		
CuCpXnSnStatusTransfer	GlobalRemoteGnbId	gnb_id	2	Payload	int64		
CuCpXnSnStatusTransfer	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpXnSnStatusTransfer	Asn1Message	msg_content	2	Payload	bytes		
CuCpXnSnStatusTransfer	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpXnUeContextRelease	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpXnUeContextRelease	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpXnUeContextRelease	GlobalRemoteGnbId	plmn_identity	1	Payload	bytes		
CuCpXnUeContextRelease	GlobalRemoteGnbId	gnb_id	2	Payload	int64		
CuCpXnUeContextRelease	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpXnUeContextRelease	Asn1Message	msg_content	2	Payload	bytes		
CuCpXnUeContextRelease	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuCpXnXnuAddressIndication	GlobalGnbId	plmn_identity	1	Payload	bytes		
CuCpXnXnuAddressIndication	GlobalGnbId	gnb_id	2	Payload	int64		
CuCpXnXnuAddressIndication	GlobalRemoteGnbId	plmn_identity	1	Payload	bytes		
CuCpXnXnuAddressIndication	GlobalRemoteGnbId	gnb_id	2	Payload	int64		
CuCpXnXnuAddressIndication	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuCpXnXnuAddressIndication	Asn1Message	msg_content	2	Payload	bytes		
CuCpXnXnuAddressIndication	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuUpE1Reset	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuUpE1Reset	Asn1Message	msg_content	2	Payload	bytes		
CuUpE1Reset	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
CuUpE1ResetAcknowledge	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
CuUpE1ResetAcknowledge	Asn1Message	msg_content	2	Payload	bytes		
CuUpE1ResetAcknowledge	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
DuF1DeactivateTrace	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
DuF1DeactivateTrace	Asn1Message	msg_content	2	Payload	bytes		
DuF1DeactivateTrace	Asn1Message	protocol_name	3	Payload	repeated <enum ProtocolName>		
DuF1DeactivateTrace	GlobalGnbId	plmn_identity	1	Payload	bytes		
DuF1DeactivateTrace	GlobalGnbId	gnb_id	2	Payload	int64		
DuF1GnbCuConfigurationUpdate	Asn1Message	msg_direction	1	Payload	enum MsgDirection		
DuF1GnbCuConfigurationUpdate	Asn1Message	msg_content	2	Payload	bytes		
